event_id,toa_mjd_bary
B00708,60375.165505808000
B00710,60375.165694663003
B00712,60375.165697675999
B00713,60375.165698903998
B00715,60375.165818907000
B00717,60375.165832065002
B00718,60375.165988432003
B00719,60375.166051535001
B00720,60375.166077968002
B00722,60375.166199746003
B00723,60375.166204417001
B00724,60375.166317114003
B00725,60375.166567328997
B00726,60375.166648523002
B00727,60375.166832452996
B00728,60375.166851608999
B00729,60375.166983276999
B00730,60375.167139972000
B00732,60375.167255596003
B00734,60375.167436358999
B00735,60375.167473201000
B00737,60375.167761782002
B00738,60375.167981097999
B00740,60375.168010617999
B00742,60375.168341639001
B00743,60375.168406472003
B00744,60375.168547597001
B00745,60375.168623619997
B00746,60375.168655706999
B00747,60375.168860404003
B00749,60375.168958734001
B00750,60375.169281456001
B00751,60375.169773930997
B00752,60375.170001917002
B00753,60375.170145696000
B00754,60375.170213049998
B00755,60375.170332064998
B00756,60375.170456774002
B00758,60375.170494626000
B00759,60375.170722435003
B00760,60375.170728347999
B00761,60375.170772170997
B00762,60375.170787258001
B00764,60375.170847754001
B00765,60375.170859078004
B00766,60375.171110529001
B00767,60375.171145387998
B00768,60375.171165193999
B00769,60375.171278857997
B00770,60375.171440705002
B00771,60375.171585283999
B00772,60375.171844974000
B00774,60375.172141511001
B00775,60375.172333469003
B00776,60375.172386915001
B00777,60375.172412761000
B00778,60375.172446031000
B00779,60375.172498164997
B00780,60375.172524253001
B00781,60375.172875946002
B00782,60375.173014462998
B00783,60375.173292553998
B00786,60375.173610682999
B00788,60375.173733438998
B00789,60375.173761591999
B00791,60375.173787785003
B00792,60375.173829425003
B00793,60375.173982970002
B00795,60375.174017996003
B00799,60375.174032233001
B00801,60375.174076174997
B00802,60375.174221797002
B00803,60375.174349669003
B00804,60375.174388988002
B00805,60375.174499988003
B00806,60375.174868171001
B00807,60375.175173117997
B00810,60375.175263602003
B00811,60375.175314375003
B00812,60375.175545364997
B00813,60375.175564899000
B00814,60375.175727005000
B00815,60375.175728248003
B00816,60375.175765622000
B00817,60375.175909279002
B00819,60375.175926987999
B00821,60375.175947431999
B00823,60375.175995192003
