event_id,toa_mjd_bary
B02598,60378.191891747003
B02599,60378.191923350998
B02602,60378.191937500997
B02603,60378.192075972998
B02604,60378.192192850001
B02607,60378.192204847001
B02608,60378.192418888997
B02609,60378.192731381998
B02610,60378.192752987998
B02611,60378.192789230001
B02612,60378.192895984001
B02613,60378.192909848003
B02614,60378.192927789001
B02615,60378.193085371997
B02618,60378.193119301999
B02619,60378.193121295000
B02620,60378.193134207999
B02621,60378.193287661998
B02623,60378.193346833003
B02624,60378.193359828001
B02625,60378.193377618001
B02626,60378.193431660002
B02627,60378.193522750000
B02628,60378.193784725001
B02629,60378.193795252002
B02630,60378.193797713997
B02631,60378.193835049002
B02634,60378.193871887001
B02635,60378.193989478001
B02636,60378.193992859000
B02637,60378.194023602999
B02638,60378.194199960999
B02639,60378.194206920001
B02640,60378.194321935000
B02641,60378.194384928996
B02647,60378.194390313001
B02650,60378.194447750000
B02651,60378.194481320003
B02653,60378.194610922001
B02654,60378.194815497001
B02656,60378.194867108999
B02657,60378.195107854001
B02658,60378.195313821001
B02659,60378.195352388000
B02660,60378.195444441997
B02661,60378.195454123001
B02663,60378.195540510998
B02664,60378.195576188002
B02670,60378.195767933001
B02671,60378.195837020998
B02672,60378.195853028003
B02673,60378.195895609002
B02674,60378.196071293998
B02675,60378.196192051997
B02676,60378.196232962997
B02677,60378.196322274001
B02678,60378.196445317000
B02679,60378.196553888003
B02680,60378.196557919997
B02681,60378.196703501002
B02682,60378.196757662001
B02683,60378.196951338003
B02684,60378.196960943998
B02685,60378.196979881999
B02686,60378.196988574004
B02687,60378.197151988999
B02688,60378.197189591003
B02692,60378.197232601000
B02694,60378.197236323998
B02695,60378.197247055003
B02697,60378.197259321001
B02699,60378.197322387998
B02700,60378.197338735998
B02702,60378.197592732999
B02703,60378.197757752998
B02705,60378.197823196999
B02708,60378.197893750003
B02710,60378.198044605997
B02711,60378.198086746997
B02712,60378.198122196998
B02713,60378.198147288000
B02714,60378.198244166000
B02715,60378.198511554001
B02716,60378.198516755001
B02717,60378.198572426998
B02718,60378.198774493998
B02719,60378.198843728002
B02720,60378.198889614003
B02721,60378.198995254003
B02722,60378.199014004997
B02723,60378.199119420999
B02724,60378.199435743001
B02725,60378.199616184000
B02726,60378.199620357002
B02727,60378.199739281998
B02728,60378.199827557997
B02729,60378.199895954996
B02730,60378.199924724002
B02731,60378.199979065997
B02732,60378.200089949998
B02734,60378.200120182999
B02735,60378.200122139999
B02736,60378.200297727002
B02737,60378.200329471998
B02738,60378.200393067003
B02739,60378.200461469001
B02740,60378.200516511999
B02741,60378.200639349998
B02742,60378.200825537999
B02743,60378.200968780999
B02744,60378.201050279997
B02745,60378.201083052001
B02746,60378.201161753997
B02747,60378.201222577001
B02748,60378.201278802997
B02749,60378.201339232000
B02750,60378.201415964999
B02751,60378.201504283003
B02752,60379.196138619998
B02753,60379.196174311997
B02754,60379.196185212000
B02755,60379.196358989000
B02757,60379.196373835002
B02758,60379.196445927002
B02759,60379.196823961000
B02760,60379.196971422003
B02761,60379.196980442997
B02762,60379.197019574996
B02763,60379.197095595002
B02764,60379.197183206998
B02765,60379.197240316003
B02767,60379.197314689001
B02768,60379.197324346998
B02770,60379.197538585002
B02772,60379.197584283997
B02773,60379.197632459000
B02774,60379.197710400003
B02776,60379.197712720998
B02777,60379.197755834997
B02778,60379.197785208999
B02779,60379.197791307997
B02780,60379.197861752997
B02781,60379.198020183001
B02782,60379.198150285003
B02783,60379.198250262998
B02784,60379.198371118000
B02785,60379.198388762998
B02786,60379.198416831001
B02787,60379.198552209004
B02789,60379.198656250999
B02790,60379.198695165003
B02791,60379.198742114997
B02792,60379.199080249004
B02794,60379.199085783002
B02795,60379.199131399997
B02796,60379.199207177997
B02797,60379.199230477003
B02798,60379.199232001003
B02799,60379.199490154999
B02800,60379.199571249002
B02801,60379.199664523003
B02802,60379.199744083999
B02803,60379.199786461002
B02804,60379.199809017999
B02805,60379.199813132000
B02806,60379.199814993000
B02807,60379.199864561000
B02808,60379.199900451997
B02810,60379.199907119997
B02811,60379.199979322002
B02812,60379.200024306003
B02813,60379.200150858996
B02814,60379.200208214002
B02815,60379.200324853999
B02816,60379.200376556997
B02817,60379.200391389997
B02818,60379.200462731002
B02819,60379.200620755997
B02820,60379.200804995999
B02821,60379.200869633998
B02824,60379.200906126003
B02825,60379.201132351001
B02826,60379.201224857003
B02828,60379.201452767004
B02832,60379.201495993002
B02834,60379.201522509997
B02835,60379.201549912999
B02836,60379.201587042000
B02837,60379.201767332997
B02838,60379.201896200997
B02839,60379.202018507996
B02840,60379.202310651002
B02841,60379.202367259000
B02847,60379.202406322998
B02848,60379.202566540996
B02850,60379.202662240001
B02853,60379.202681256000
B02854,60379.202693345003
B02855,60379.202704071999
B02856,60379.202740262997
B02857,60379.202809584000
B02858,60379.203040975000
B02859,60379.203200543001
B02860,60379.203280663998
B02861,60379.203355687001
B02862,60379.203518786999
B02863,60379.203601187000
B02864,60379.203667107999
B02865,60379.203719808000
B02867,60379.203724701001
B02868,60379.203791230997
B02869,60379.203880285997
B02870,60379.204027879998
B02871,60379.204236482001
B02872,60379.204256434998
B02873,60379.204278363999
B02874,60379.204338777003
B02875,60379.204383958000
B02876,60379.204430480000
B02877,60379.204535514997
B02878,60379.204606637999
B02879,60379.204840929000
B02882,60379.204866266002
B02883,60379.204872073999
B02884,60379.205176080999
B02885,60379.205235916001
B02888,60379.205252291998
B02889,60379.205454000003
B02891,60379.205493214002
B02892,60379.205495312002
B02893,60379.205525049998
B02894,60379.205549904997
B02895,60379.205626734001
B02896,60379.205771574001
B02897,60379.205784995000
B02899,60379.205874516003
B02901,60379.205885055999
B02903,60379.205928593998
B02907,60379.206145798998
B02908,60379.206166502001
B02909,60379.206191069999
B02910,60379.206398777002
B02911,60379.206434658998
B02912,60379.206464533003
B02913,60379.206471274003
B02914,60379.206493766003
B02915,60379.206504540001
B02918,60379.206663694000
B02919,60379.206778298998
B02921,60379.206914481998
B02923,60379.207026256998
B02924,60379.207058271000
B02925,60379.207424335000
B02926,60379.207426132998
B02927,60379.207501833000
B02929,60379.207532824003
B02930,60379.207564345998
B02931,60379.207734468000
B02932,60379.207766248997
B02933,60379.207767610002
B02934,60379.207871134000
B02935,60379.207962991997
B02936,60379.207990864001
B02937,60379.208031007001
B02941,60379.208185217001
B02943,60379.208187242999
B02944,60379.208303947002
B02945,60379.208391462998
B02947,60379.208393252004
B02949,60379.208415439003
B02950,60379.208419939998
B02952,60379.208515386003
B02953,60379.208739827001
B02954,60379.208888444002
B02956,60379.208920548997
B02957,60379.208969138002
B02958,60379.209050227997
B02959,60379.209202154998
B02961,60379.209318736001
B02962,60379.209447059002
B02963,60379.209873239997
B02964,60379.209938237997
B02965,60379.209998983999
B02966,60379.210535994003
B02967,60379.210712747001
B02968,60379.210721171999
B02969,60379.210762160001
B02970,60379.210838343999
B02971,60379.210854866004
B02972,60379.211078009997
B02973,60379.211080157998
B02974,60379.211090543999
B02975,60379.211174541997
B02976,60379.211418755003
B02977,60379.211538326002
B02978,60379.211614086002
B02979,60379.211624126998
B02980,60379.211786521002
B02981,60379.211788560002
B02982,60379.211984355999
B02983,60379.212382921003
B02984,60379.212390868001
B02985,60379.212716164999
B02988,60379.212832063000
B02989,60379.212966225998
B02990,60379.213176404002
B02991,60379.213338916998
B02993,60379.213398596999
B02994,60379.213420653003
B02995,60379.213447679002
B02996,60379.213566102000
B02997,60379.213628423000
B02998,60379.213686110001
B02999,60379.213717819999
B03000,60379.213757496997
B03001,60379.213766918001
B03002,60379.213894790999
B03003,60379.213908113001
B03004,60379.213956774998
B03006,60379.214044423999
B03007,60379.214149526000
B03009,60379.214257560001
B03010,60379.214337124999
B03011,60379.214376390002
B03012,60379.214622567997
B03013,60379.214643640997
B03015,60379.214872142002
B03016,60379.214952577000
B03017,60379.215014701003
B03019,60379.215043033000
B03020,60379.215105272000
B03021,60379.215196603000
B03022,60380.149639206997
B03023,60380.149663115000
B03024,60380.149737719003
B03025,60380.149808797003
B03026,60380.149819623999
B03027,60380.149866225001
B03028,60380.149935305002
B03029,60380.149937503003
B03030,60380.150250140003
B03031,60380.150338248000
B03032,60380.150376152000
B03033,60380.150450611000
B03034,60380.150468284002
B03035,60380.150548204001
B03036,60380.150565616997
B03037,60380.150583089999
B03038,60380.150592159996
B03039,60380.150627164003
B03040,60380.150734852003
B03044,60380.150826814999
B03046,60380.150845456999
B03047,60380.150868819001
B03048,60380.150907818999
B03049,60380.150925847003
B03050,60380.150941631000
B03051,60380.150962366999
B03052,60380.151044831000
B03053,60380.151288797999
B03054,60380.151293390001
B03056,60380.151336882998
B03058,60380.151357100003
B03059,60380.151406832003
B03060,60380.151431008002
B03061,60380.151453888000
B03062,60380.151460376997
B03063,60380.151524059002
B03064,60380.151680937000
B03066,60380.151711723003
B03067,60380.151846031004
B03068,60380.151853786003
B03069,60380.152036792999
B03070,60380.152055166996
B03071,60380.152134472999
B03072,60380.152155641001
B03074,60380.152205295999
B03075,60380.152280987000
B03077,60380.152377102000
B03078,60380.152393131997
B03079,60380.152420044004
B03081,60380.152508425002
B03083,60380.152808933002
B03084,60380.152826992999
B03085,60380.152834038003
B03086,60380.152865933000
B03087,60380.152888625998
B03089,60380.152913616999
B03090,60380.152928739997
B03091,60380.152982769003
B03092,60380.153052859001
B03093,60380.153353643997
B03094,60380.153397651004
B03095,60380.153451097001
B03096,60380.153529893003
B03098,60380.153677062997
B03100,60380.153790404001
B03101,60380.153851185998
B03102,60380.153926724000
B03104,60380.153970020998
B03105,60380.154011633000
B03106,60380.154058665998
B03107,60380.154131691001
B03108,60380.154158420999
B03111,60380.154208417000
B03113,60380.154294040003
B03114,60380.154468587003
B03115,60380.154616303997
B03119,60380.154647465999
B03122,60380.154803684003
B03123,60380.154805446000
B03124,60380.154904723000
B03125,60380.154957767998
B03126,60380.155066321000
B03127,60380.155117212998
B03128,60380.155120558004
B03129,60380.155154651999
B03131,60380.155163850999
B03132,60380.155169726000
B03133,60380.155279097999
B03135,60380.155316650998
B03136,60380.155366165003
B03137,60380.155386913000
B03138,60380.155416929003
B03139,60380.155501410001
B03140,60380.155589045004
B03141,60380.155726589001
B03142,60380.155730318002
B03143,60380.155844016997
B03145,60380.155971936001
B03146,60380.156034020001
B03147,60380.156053963998
B03148,60380.156055129002
B03149,60380.156237572002
B03150,60380.156366577998
B03151,60380.156397981002
B03152,60380.156402952001
B03153,60380.156460266000
B03155,60380.156461723003
B03156,60380.156508082000
B03157,60380.156626860997
B03158,60380.156631821999
B03159,60380.156642217997
B03160,60380.156746692002
B03161,60380.156758124998
B03163,60380.156805462997
B03164,60380.156826325998
B03165,60380.156869473001
B03166,60380.156951864999
B03167,60380.157000403997
B03169,60380.157031584997
B03170,60380.157033041003
B03171,60380.157347435001
B03172,60380.157426808997
B03173,60380.157459314003
B03174,60380.157473241998
B03175,60380.157486962999
B03177,60380.157613488998
B03179,60380.157794553001
B03180,60380.157884715001
B03181,60380.157909360001
B03182,60380.158037362002
B03183,60380.158043791002
B03184,60380.158064804004
B03185,60380.158184671003
B03187,60380.158240056000
B03188,60380.158306227000
B03189,60380.158312758002
B03194,60380.158360264002
B03195,60380.158460824998
B03196,60380.158541711004
B03198,60380.158643194998
B03200,60380.158706725997
B03203,60380.158709288997
B03204,60380.158787952998
B03207,60380.158790816997
B03208,60380.159024184002
B03209,60380.159379160999
B03210,60380.159492088002
B03211,60380.159738757997
B03213,60380.159805602998
B03214,60380.159880425999
B03215,60380.159996155999
B03216,60380.160019349998
B03217,60380.160034364999
B03218,60380.160145119997
B03221,60380.160180268998
B03223,60380.160182918000
B03224,60380.160344458003
B03225,60380.160439150997
B03226,60380.160645069001
B03227,60380.160662319002
B03228,60380.160683964998
B03229,60380.160886250997
B03230,60380.161014660996
B03231,60380.161404633000
B03232,60380.161511798004
B03234,60380.161598883002
B03235,60380.161678684999
B03236,60380.161714725997
B03237,60380.162023812998
B03239,60380.162182189000
B03240,60380.162299777003
B03242,60380.162330343002
B03243,60380.162439437001
B03244,60380.162495071003
B03245,60380.162506795998
B03246,60380.162559008000
B03248,60380.162737204999
B03251,60380.162774183998
B03252,60380.163069089002
B03253,60380.163087535002
B03254,60380.163385977001
B03255,60380.163390360001
B03256,60380.163409403001
B03257,60380.163419760996
B03258,60380.163431439003
B03259,60380.163446291001
B03260,60380.163478331997
B03262,60380.163515460998
B03264,60380.163533765997
B03265,60380.163568974996
B03266,60380.163630522002
B03269,60380.163670779002
B03270,60380.163672367002
B03271,60380.163686243002
B03272,60380.163708594999
B03273,60380.163736276001
B03275,60380.163769790997
B03277,60380.163776832997
B03278,60380.163779230999
B03279,60380.163872309000
B03280,60380.163936046003
B03281,60380.163979119003
B03282,60380.163994442999
B03283,60380.164011711000
B03284,60380.164027138999
B03285,60380.164031954999
B03286,60380.164119708003
B03287,60380.164153614998
B03288,60380.164160179003
B03289,60380.164222690000
B03294,60380.164239165999
B03296,60380.164353166001
B03297,60380.164377998000
B03298,60380.164436924002
B03299,60380.164583270998
B03300,60380.164662422001
B03301,60380.164783118002
B03303,60380.164814470998
B03304,60380.164816500997
B03305,60380.165027966999
B03306,60380.165056495003
B03308,60380.165150061002
B03309,60380.165175397997
B03310,60380.165177149996
B03311,60380.165187503997
B03317,60380.165375502998
B03318,60380.165378630001
B03319,60380.165430433997
B03321,60380.165550377998
B03322,60380.165643483997
B03323,60380.165646483001
B03325,60380.165737276002
B03327,60380.165810965998
B03328,60380.165948041002
B03329,60380.166003416998
B03330,60380.166175429003
B03331,60380.166268884997
B03332,60380.166410639002
B03333,60380.166447928001
B03334,60380.166513388998
B03335,60380.166625505000
B03336,60380.166657829002
B03337,60380.166679807000
B03338,60380.166683274998
B03340,60380.166702235001
B03341,60380.166717423002
B03342,60380.166783262997
B03343,60380.166854066003
B03344,60380.167019182998
B03345,60380.167036749997
B03346,60380.167168665001
B03349,60380.167322890004
B03350,60380.167364825000
B03351,60380.167414092997
B03353,60380.167474369999
B03354,60380.167571708997
B03355,60380.167604278002
B03357,60380.167639886000
B03359,60380.167726339001
B03360,60380.167778465002
B03361,60380.167798691000
B03362,60380.167853651998
B03363,60380.168046047998
B03364,60380.168219389001
B03365,60380.168238311999
B03366,60380.168279115001
B03367,60380.168425456999
B03368,60380.168481129003
B03369,60380.168490167001
B03370,60380.168539735001
B03372,60380.168670157000
B03373,60380.168932260996
B03376,60380.169064315996
B03377,60380.169181044002
B03378,60380.169225705999
B03379,60380.169253086002
B03380,60380.169279570000
B03382,60380.169283351999
B03383,60380.169291931001
B03385,60380.169519591000
B03386,60380.169560734001
B03387,60380.169627256000
B03389,60380.169662565000
B03392,60380.169720393998
B03393,60380.169744835002
B03394,60380.169813713001
B03395,60380.169876403001
B03396,60380.170021733997
B03398,60380.170113720997
B03399,60380.170198501997
B03402,60380.170270907998
B03403,60380.170464051000
B03404,60380.170812051998
B03405,60380.170837789999
B03406,60380.170918420001
B03407,60380.170947739003
B03408,60380.170962256998
B03409,60380.170963736004
B03410,60380.171007365003
B03411,60380.171043720999
B03412,60380.171099642997
B03414,60380.171452358001
B03416,60380.171464409999
B03419,60380.171481609003
B03422,60380.171515221002
B03423,60380.171586388999
B03424,60380.171684497000
B03425,60380.171686267000
B03426,60380.171873393003
B03427,60380.171923189002
B03429,60380.172024945998
B03430,60380.172038550998
B03431,60380.172102454999
B03432,60380.172104926001
B03433,60380.172194974002
B03434,60380.172322983002
B03435,60380.172399896997
B03436,60380.172460463997
B03437,60380.172501761997
B03438,60380.172533835001
B03439,60380.172610287998
B03440,60380.172692229004
B03441,60380.172766169002
B03442,60380.172832475997
B03443,60380.172925419000
B03444,60380.172927753003
B03445,60380.173057118998
B03447,60380.173186621003
B03448,60380.173315546002
B03449,60380.173429419003
B03450,60380.173450167997
B03451,60380.173493629001
B03452,60380.173517000003
B03453,60380.173607956996
B03454,60380.173720919003
B03455,60380.173832221997
B03456,60380.173900736001
B03457,60380.173964526999
B03458,60380.173975669000
B03460,60380.174142313997
B03461,60380.174175847998
B03463,60380.174212985999
B03464,60380.174219303997
B03465,60380.174238555002
B03466,60380.174300002996
B03468,60380.174509256998
B03469,60380.174529247000
B03470,60380.174622156002
B03471,60380.174723071999
B03472,60380.174947259999
B03474,60380.175055767002
B03475,60380.175172124000
B03477,60380.175247521001
B03478,60380.175251430002
B03479,60380.175289762003
B03480,60380.175298681999
B03481,60380.175315061999
B03482,60380.175385871000
B03483,60380.175481817001
B03484,60380.175492039001
B03487,60380.175746018998
B03488,60380.175786002001
B03489,60380.175906823999
B03490,60380.175954904000
B03491,60380.176017003003
B03492,60380.176032199000
B03493,60380.176094137998
B03494,60380.176240006003
B03495,60380.176299660998
B03496,60380.176381593003
B03497,60380.176404053003
B03498,60380.176725518999
B03499,60380.176805599003
B03500,60380.177020951996
B03501,60380.177090054996
B03502,60380.177102278998
B03503,60380.177131039003
B03505,60380.177197042001
B03506,60380.177351211998
B03507,60380.177414347003
B03508,60380.177437814003
B03509,60380.177527056003
B03510,60380.177606256999
B03511,60380.177627776000
B03512,60380.177676373998
B03513,60380.177687101997
B03514,60380.177848202999
B03516,60380.177880645002
B03517,60380.178038974998
B03518,60380.178044446002
B03519,60380.178083831997
B03520,60380.178132754001
B03521,60380.178168491002
B03522,60380.178196376000
B03523,60380.178204295997
B03524,60380.178357901998
B03525,60380.178485174001
B03526,60380.178510154998
B03528,60380.178548085998
B03530,60380.178561621004
B03531,60380.178586435002
B03532,60380.178611390002
B03533,60380.178715146001
B03534,60380.178927537003
B03535,60380.179031077998
B03537,60380.179054166001
B03538,60380.179057784997
B03539,60380.179059451002
B03540,60380.179082852999
B03541,60380.179159628999
B03542,60380.179479503000
B03543,60380.179589503001
B03545,60380.179597167000
B03546,60380.179599955998
B03548,60380.179672826998
B03549,60380.179710384997
B03554,60380.179767599002
B03556,60380.179773652002
B03557,60380.179786615001
B03559,60380.179873790003
B03560,60380.179885227000
B03561,60380.179886482998
B03562,60380.179962811999
B03563,60380.179998685999
B03564,60380.180223878997
B03565,60380.180226094999
B03566,60380.180288456999
B03567,60380.180304768997
B03568,60380.180422406003
B03569,60380.180506561002
B03571,60380.180554826002
B03572,60380.180815745996
B03573,60380.180845862000
B03574,60380.180849816999
B03575,60380.180917832004
B03576,60380.180959439997
B03578,60380.181032396002
B03579,60380.181071036997
B03580,60380.181078701004
B03581,60380.181086643002
B03586,60380.181199461003
B03587,60380.181250066998
B03588,60380.181266273001
B03589,60380.181329291001
B03591,60380.181347079997
B03593,60380.181349352999
B03598,60380.181382395000
B03599,60380.181383823998
B03600,60380.181476388003
B03601,60380.181524521999
B03602,60380.181662786999
B03603,60380.181677637003
B03604,60380.181680440000
B03605,60380.181807221001
B03606,60380.181926101002
B03607,60380.181990928999
B03608,60380.181993997001
B03610,60380.182070700001
B03611,60380.182195132002
B03612,60380.182286864001
B03613,60380.182579820001
B03614,60380.182591247998
B03615,60380.182629207004
B03616,60380.182712148999
B03617,60380.182974640004
B03618,60380.183088188998
B03619,60380.183188540999
B03620,60380.183362527998
B03621,60380.183403128998
B03622,60380.183420191999
B03623,60380.183425927004
B03624,60380.183464125999
B03625,60380.183500435996
B03626,60380.183569284003
B03627,60380.183628418003
B03628,60380.183694006999
B03632,60380.183733384998
B03633,60380.183770636002
B03634,60380.183797849000
B03635,60380.183811748997
B03636,60380.183823314001
B03638,60380.183916023001
B03639,60380.184075413999
B03641,60380.184130807000
B03643,60380.184259422000
B03644,60380.184315166000
B03646,60380.184345955997
B03647,60380.184437659998
B03648,60380.184507061997
B03649,60380.184533031999
B03650,60380.184570971003
B03652,60380.184640546999
B03653,60380.184721728001
B03656,60380.184733843002
B03657,60380.184744539001
B03658,60380.184853145998
B03659,60380.185009255998
B03660,60380.185027760999
B03661,60380.185071257001
B03662,60380.185141333997
B03663,60380.185153145001
B03664,60380.185154614999
B03665,60380.185292176997
B03668,60380.185354551999
B03669,60380.185372621003
B03670,60380.185419481000
B03671,60380.185432302002
B03673,60380.185454334998
B03674,60380.185455854997
B03675,60380.185549011003
B03676,60380.185554367999
B03677,60380.185576600998
B03678,60380.185641966003
B03679,60380.185866072003
B03680,60380.185950698004
B03681,60380.186094473996
B03682,60380.186111973002
B03683,60380.186181666999
B03684,60380.186209129002
B03685,60380.186217998998
B03686,60380.186442031998
B03687,60380.186494672002
B03688,60380.186570888000
B03689,60380.186641998000
B03690,60380.186673438002
B03691,60380.186685212000
B03692,60380.186752107002
B03694,60380.186792799002
B03695,60380.186803158998
B03696,60380.186805042998
B03697,60380.186917232000
B03698,60380.186961234002
B03699,60380.187022639002
B03700,60380.187092366003
B03701,60380.187130163002
B03702,60380.187346318002
B03703,60380.187389833001
B03704,60380.187645988000
B03705,60380.187842166997
B03706,60380.187909093002
B03707,60380.187987252997
B03708,60380.187996205997
B03709,60380.188097894999
B03712,60380.188361182001
B03713,60380.188420138998
B03715,60380.188642223002
B03716,60380.188735529999
B03717,60380.188765714003
B03718,60380.188835640001
B03719,60380.188845903001
B03720,60380.188858242000
B03721,60380.188877346998
B03724,60380.189003590996
B03725,60380.189128933998
B03726,60380.189203264999
B03727,60380.189265440000
B03729,60380.189278972000
B03730,60380.189280970000
B03731,60380.189332845002
B03732,60380.189675706999
B03733,60380.189678911003
B03734,60380.189681246004
B03735,60380.189752396000
B03736,60380.189826168003
B03737,60380.189881885002
B03738,60380.189923045997
B03739,60380.190166048997
B03740,60380.190255189998
B03741,60380.190322859002
B03742,60380.190402847998
B03745,60380.190442610998
B03746,60380.190470611000
B03747,60380.190518650001
B03748,60380.190535135000
B03749,60381.035197222998
B03750,60381.035199413003
B03752,60381.035255051997
B03753,60381.035280096999
B03754,60381.035356982000
B03755,60381.035424310001
B03756,60381.035455398996
B03757,60381.035486180997
B03758,60381.035537668999
B03759,60381.035638549001
B03760,60381.035694569997
B03761,60381.035762813000
B03763,60381.035777764002
B03764,60381.035802814004
B03765,60381.035859668998
B03766,60381.035953216000
B03767,60381.036065243003
B03768,60381.036080489001
B03769,60381.036117595002
B03770,60381.036127079999
B03771,60381.036141864002
B03772,60381.036155043003
B03773,60381.036197080000
B03774,60381.036613073004
B03775,60381.036656295997
B03776,60381.036759420000
B03777,60381.036956545002
B03778,60381.037049236998
B03779,60381.037112372003
B03780,60381.037118348002
B03782,60381.037182508000
B03783,60381.037189684997
B03785,60381.037238192999
B03786,60381.037432206002
B03787,60381.037519999998
B03788,60381.037830574998
B03789,60381.037960009999
B03790,60381.037989361997
B03791,60381.038092479997
B03792,60381.038097509001
B03793,60381.038126765998
B03794,60381.038333008000
B03796,60381.038554974002
B03797,60381.038560918001
B03799,60381.038598498999
B03800,60381.038698527002
B03801,60381.038723823003
B03802,60381.038777291003
B03803,60381.039001270001
B03804,60381.039029391999
B03806,60381.039052608001
B03807,60381.039188715004
B03808,60381.039306015999
B03810,60381.039433812002
B03812,60381.039592046000
B03813,60381.039692074999
B03815,60381.039704663999
B03816,60381.039733956000
B03817,60381.039737002997
B03819,60381.039791779003
B03820,60381.039817668003
B03821,60381.039960331997
B03822,60381.039971610997
B03823,60381.040018804000
B03824,60381.040038984000
B03825,60381.040158021002
B03826,60381.040223434000
B03828,60381.040241130002
B03829,60381.040331114003
B03831,60381.040426590997
B03832,60381.040444063001
B03834,60381.040471284003
B03835,60381.040482502998
B03836,60381.040580232999
B03838,60381.040671483002
B03839,60381.040673871998
B03840,60381.040693700998
B03841,60381.040831086997
B03842,60381.040972504998
B03843,60381.041281357000
B03844,60381.041342990000
B03847,60381.041417517001
B03848,60381.041609519001
B03850,60381.041680194998
B03851,60381.041925514997
B03852,60381.041951143001
B03853,60381.042075498000
B03854,60381.042077017999
B03855,60381.042082589003
B03856,60381.042113060001
B03858,60381.042127715999
B03859,60381.042244142001
B03861,60381.042283101000
B03862,60381.042422976003
B03863,60381.042490499000
B03864,60381.042519385999
B03865,60381.042536886001
B03866,60381.042551263003
B03867,60381.042554207997
B03868,60381.042562937997
B03870,60381.042805281002
B03871,60381.042818889000
B03872,60381.042877760003
B03873,60381.042913477999
B03874,60381.042917156003
B03875,60381.042959257997
B03876,60381.043044655002
B03877,60381.043107881997
B03878,60381.043161041001
B03879,60381.043362978002
B03880,60381.043431765997
B03881,60381.043540038001
B03883,60381.043573157003
B03884,60381.043694467000
B03887,60381.043712796003
B03888,60381.043715457999
B03891,60381.043719695001
B03892,60381.043741077003
B03893,60381.043765440001
B03894,60381.043812297001
B03895,60381.043929387000
B03897,60381.043971239997
B03898,60381.043972492000
B03900,60381.044066271999
B03901,60381.044136113000
B03902,60381.044232553002
B03906,60381.044288133999
B03907,60381.044357578001
B03909,60381.044453413997
B03910,60381.044508831001
B03911,60381.044744197003
B03912,60381.044974183002
B03913,60381.045147286000
B03915,60381.045149047997
B03916,60381.045225084003
B03917,60381.045348059000
B03918,60381.045499444001
B03920,60381.045557149002
B03921,60381.045574616997
B03923,60381.045658392999
B03924,60381.045673731001
B03925,60381.046090798001
B03926,60381.046180849997
B03927,60381.046378658997
B03928,60381.046506359002
B03929,60381.046556396999
B03930,60381.046715185003
B03931,60381.046768886998
B03932,60381.046939915002
B03933,60381.046971278003
B03934,60381.046991021998
B03935,60381.047037381002
B03937,60381.047126737001
B03938,60381.047173346997
B03939,60381.047218931002
B03941,60381.047221731002
B03942,60381.047247841998
B03943,60381.047420641000
B03944,60381.047422028998
B03946,60381.047462795999
B03947,60381.047639586002
B03948,60381.047682249999
B03949,60381.047798157997
B03950,60381.047847062000
B03951,60381.047887913999
B03952,60381.047903947998
B03953,60381.047905245003
B03954,60381.048001641997
B03957,60381.048033359999
B03958,60381.048035758002
B03959,60381.048051514997
B03960,60381.048124898000
B03962,60381.048205045998
B03963,60381.048236242001
B03964,60381.048286006000
B03965,60381.048368495001
B03966,60381.048483801002
B03967,60381.048599686001
B03969,60381.048776222000
B03971,60381.048871740000
B03972,60381.048964743997
B03973,60381.049087672000
B03974,60381.049217660999
B03975,60381.049224825998
B03976,60381.049555899997
B03977,60381.049671121000
B03979,60381.049762903000
B03980,60381.049792327001
B03982,60381.049887699002
B03983,60381.049900065002
B03984,60381.050084470000
B03985,60381.050173352000
B03986,60381.050189795998
B03987,60381.050192777002
B03988,60381.050241543999
B03989,60381.050321073002
B03990,60381.050376877000
B03991,60381.050392315003
B03992,60381.050619184003
B03993,60381.050635959000
B03996,60381.050680207001
B03999,60381.050723881999
B04001,60381.050738063001
B04002,60381.050876367997
B04003,60381.050944565002
B04004,60381.050972568999
B04005,60381.050986223003
B04006,60381.050994899000
B04008,60381.051022583000
B04009,60381.051081721998
B04013,60381.051099340999
B04014,60381.051141358002
B04015,60381.051246073999
B04016,60381.051302811000
B04017,60381.051390706001
B04018,60381.051448138001
B04019,60381.051469211001
B04020,60381.051488967998
B04021,60381.051505962998
B04024,60381.051611479998
B04025,60381.051616923003
B04026,60381.051679176002
B04027,60381.051721376003
B04028,60381.051802397997
B04029,60381.051895823002
B04030,60381.051907715002
B04031,60381.051979329000
B04032,60381.051981673001
B04033,60381.052100148001
B04034,60381.052174835000
B04035,60381.052212524999
B04036,60381.052368484001
B04037,60381.052383271002
B04038,60381.052393751997
B04039,60381.052407032999
B04040,60381.052412140001
B04041,60381.052514716997
B04042,60381.052637027999
B04043,60381.052779457001
B04045,60381.052791353002
B04046,60381.052847088002
B04048,60381.052957458000
B04049,60381.052962554997
B04050,60381.053136873998
B04052,60381.053160500000
B04053,60381.053334614000
B04054,60381.053397527001
B04055,60381.053422450001
B04056,60381.053456433998
B04057,60381.053457636001
B04058,60381.053511774000
B04059,60381.053514168001
B04060,60381.053575241000
B04061,60381.053578617997
B04065,60381.053719672003
B04068,60381.053728587998
B04069,60381.053866503004
B04070,60381.053902624997
B04071,60381.053923615997
