row_index,Telescope,obs_code,mjd_start,mjd_end,bandwidth,cent_f,low_c_l,high_c_h,rec_time_s,rec_time_m,rec_time_h,rec_time_d
172,stk,r117_59894_135,59894.32442650206,59894.448730291886,98.4375,1381.46484375,1332.24609375,1430.68359375,10739.847440784795,178.99745734641326,2.9832909557735543,0.12430378982389809
173,stk,r117_59894_136,59894.448742751825,59894.573003417325,98.4375,1381.46484375,1332.24609375,1430.68359375,10736.12149853725,178.93535830895416,2.9822559718159027,0.12426066549232928
174,wb,p11704,59894.55696759259,59895.05460639407,128.0,1271.0,1207.0,1335.0,39394.71641932614,656.578606988769,10.94297678314615,0.45595736596442293
175,stk,r117_59894_137,59894.57300960684,59894.58545986912,98.4375,1381.46484375,1332.24609375,1430.68359375,1075.7026614854112,17.92837769142352,0.2988062948570587,0.012450262285710778
176,tr,f22c05,59894.79869212963,59895.058680543065,128.0,4664.0,4600.0,4728.0,21382.97164211981,356.38286070199683,5.9397143450332806,0.24748809770972002
177,wb,p11705,59895.55420138888,59896.05185184593,128.0,1271.0,1207.0,1335.0,40324.852551170625,672.0808758528437,11.201347930880729,0.4667228304533637
178,stk,r117_59896_138,59896.067031347586,59896.192206644846,98.4375,1381.46484375,1332.24609375,1430.68359375,10815.145683288574,180.25242805480957,3.004207134246826,0.12517529726028442
179,stk,r117_59896_139,59896.19221319845,59896.232022232565,98.4375,1381.46484375,1332.24609375,1430.68359375,3439.500547852367,57.325009130872786,0.9554168188478798,0.03980903411866166
180,wb,p11706,59896.551435185174,59897.029884251846,128.0,1271.0,1207.0,1335.0,38148.926160740666,635.8154360123444,10.596923933539074,0.44153849723079475
181,tr,f22c06,59896.79869212963,59897.026041639336,128.0,4664.0,4600.0,4728.0,18713.972952542827,311.8995492090471,5.198325820150785,0.21659690917294938
182,stk,r117_59897_140,59897.49711144389,59897.62525896058,98.4375,1381.46484375,1332.24609375,1430.68359375,11071.945442073047,184.5324240345508,3.0755404005758464,0.12814751669066027
183,stk,r117_59897_141,59897.62533501469,59897.750036146856,98.4375,1381.46484375,1332.24609375,1430.68359375,10774.177819350734,179.56963032251224,2.9928271720418707,0.12470113216841128
184,stk,r117_59897_142,59897.750075144824,59897.875065282664,98.4375,1381.46484375,1332.24609375,1430.68359375,10799.147909344174,179.98579848906957,2.9997633081511594,0.12499013783963164
185,tr,f22l10,59897.79869212963,59898.02395832082,128.0,1414.0,1350.0,1478.0,18534.97366067022,308.916227677837,5.148603794630617,0.21452515810960904
186,wb,p11707,59897.800694444435,59898.04607630148,128.0,1271.0,1207.0,1335.0,20858.938815118745,347.6489802519791,5.794149670866318,0.24142290295276325
187,stk,r117_59898_143,59898.30227489619,59898.41807878817,98.4375,1381.46484375,1332.24609375,1430.68359375,10005.456267250702,166.75760445417836,2.7792934075696394,0.11580389198206831
188,stk,r117_59898_144,59898.418113700245,59898.543087211365,98.4375,1381.46484375,1332.24609375,1430.68359375,10797.711360733956,179.9618560122326,2.9993642668705434,0.12497351111960597
189,stk,r117_59898_145,59898.54314546558,59898.66810934855,98.4375,1381.46484375,1332.24609375,1430.68359375,10796.879489114508,179.9479914852418,2.9991331914206967,0.12496388297586236
190,stk,r117_59898_146,59898.66815700375,59898.792492954766,98.4375,1381.46484375,1332.24609375,1430.68359375,10742.626168043353,179.0437694673892,2.984062824456487,0.12433595101902029
191,stk,r117_59898_147,59898.79253077954,59898.90416520648,98.4375,1381.46484375,1332.24609375,1430.68359375,9645.21448756568,160.75357479276133,2.679226246546022,0.11163442693941758
192,stk,r117_59898_148,59898.90420651035,59898.989201200566,98.4375,1381.46484375,1332.24609375,1430.68359375,7343.541234685107,122.39235391141845,2.0398725651903074,0.08499469021626281
193,stk,r117_59899_149,59899.3150199064,59899.437587963126,98.4375,1381.46484375,1332.24609375,1430.68359375,10589.8801014293,176.49800169048834,2.941633361508139,0.1225680567295058
194,stk,r117_59899_150,59899.43761013209,59899.56260528626,98.4375,1381.46484375,1332.24609375,1430.68359375,10799.581320164723,179.9930220027454,2.9998837000457566,0.12499515416857318
195,wb,p11708,59899.55349537037,59900.040578616296,128.0,1271.0,1207.0,1335.0,39349.775093235075,655.8295848872513,10.930493081454188,0.4554372117272578
196,stk,r117_59899_151,59899.56266572501,59899.68686728678,98.4375,1381.46484375,1332.24609375,1430.68359375,10731.014936766589,178.85024894610982,2.9808374824351636,0.12420156176813182
197,stk,r117_59899_152,59899.686891923426,59899.81122666082,98.4375,1381.46484375,1332.24609375,1430.68359375,10742.52131106332,179.04202185105532,2.9840336975175887,0.1243347373965662
198,stk,r117_59899_153,59899.81126088517,59899.902790606844,98.4375,1381.46484375,1332.24609375,1430.68359375,7908.167952345683,131.80279920576137,2.196713320096023,0.09152972167066763
199,tr,f22c07,59899.81258101852,59900.06597219491,128.0,4664.0,4600.0,4728.0,20849.967343965545,347.4994557327591,5.791657595545985,0.2413190664810827
200,stk,r117_59899_154,59899.90280929675,59900.06250814973,98.4375,1381.46484375,1332.24609375,1430.68359375,13797.980897314848,229.9663482885808,3.8327724714763467,0.15969885297818112
201,stk,r117_59900_155,59900.06252158055,59900.18847550213,98.4375,1381.46484375,1332.24609375,1430.68359375,10882.418824732304,181.37364707887173,3.0228941179811954,0.1259539215825498
202,stk,r117_59900_156,59900.18848274344,59900.27739935871,98.4375,1381.46484375,1332.24609375,1430.68359375,7682.395559339784,128.0399259889964,2.1339987664832734,0.08891661527013639
203,stk,r117_59900_157,59900.35666660706,59900.39553083051,98.4375,1381.46484375,1332.24609375,1430.68359375,3357.8689057845622,55.96448176307604,0.932741362717934,0.03886422344658058
204,stk,r117_59900_158,59900.53841399543,59900.64329081122,98.4375,1381.46484375,1332.24609375,1430.68359375,9061.356883845292,151.02261473075487,2.5170435788459145,0.10487681578524644
205,wb,p11709,59900.54041666666,59901.03804351705,64.0,332.0,300.0,364.0,41203.28140275087,686.7213567125145,11.445355945208576,0.4768898310503573
206,stk,r117_59900_159,59900.684112121846,59900.80846109916,98.4375,1381.46484375,1332.24609375,1430.68359375,10743.751639709808,179.0625273284968,2.9843754554749466,0.12434897731145611
207,stk,r117_59900_160,59900.80846736957,59900.90275676367,98.4375,1381.46484375,1332.24609375,1430.68359375,8146.603650483303,135.77672750805505,2.262945458467584,0.094289394102816
208,tr,f22c08,59900.81258101852,59901.06597219491,128.0,4664.0,4600.0,4728.0,20851.970273279585,347.5328378879931,5.792213964799885,0.24134224853332853
209,stk,r117_59900_161,59900.90276440952,59901.06275772952,98.4375,1381.46484375,1332.24609375,1430.68359375,13823.422848433256,230.39038080722094,3.839839680120349,0.15999332000501454
210,stk,r117_59901_162,59901.06276432357,59901.18710703044,98.4375,1381.46484375,1332.24609375,1430.68359375,10743.209873512387,179.05349789187312,2.984224964864552,0.12434270686935633
211,stk,r117_59901_163,59901.18712171536,59901.311156645774,98.4375,1381.46484375,1332.24609375,1430.68359375,10716.61798772402,178.61029979540032,2.9768383299233387,0.12403493041347244
212,stk,r117_59901_164,59901.38035279089,59901.504438572374,98.4375,1381.46484375,1332.24609375,1430.68359375,10721.011519641615,178.68352532736026,2.9780587554560043,0.12408578147733351
213,stk,r117_59901_165,59901.50444508553,59901.62871007966,98.4375,1381.46484375,1332.24609375,1430.68359375,10736.495493189432,178.9415915531572,2.9823598592192866,0.12426499413413694
214,wb,p11710,59901.58347222223,59901.61358795704,128.0,1271.0,1207.0,1335.0,2569.986238167621,42.83310396946035,0.7138850661576726,0.029745211089903023
215,stk,r117_59901_166,59901.62871598598,59901.75293461945,98.4375,1381.46484375,1332.24609375,1430.68359375,10732.489931909367,178.87483219848946,2.9812472033081576,0.12421863347117323
216,stk,r117_59901_167,59901.76343296075,59901.90273761736,98.4375,1381.46484375,1332.24609375,1430.68359375,12035.922330943868,200.59870551573113,3.3433117585955188,0.13930465660814662
217,stk,r117_59901_168,59901.90274409003,59902.0625374443,98.4375,1381.46484375,1332.24609375,1430.68359375,13806.145808519796,230.1024301419966,3.83504050236661,0.1597933542652754
