row_index,Telescope,obs_code,mjd_start,mjd_end,bandwidth,cent_f,low_c_l,high_c_h,rec_time_s,rec_time_m,rec_time_h,rec_time_d
11,tr,r67l62,59868.85424768519,59869.08819443196,128.0,1414.0,1350.0,1478.0,19234.967778646387,320.5827963107731,5.343046605179552,0.22262694188248133
12,stk,r117_59868_11,59868.885129665214,59869.01145018385,98.4375,1381.46484375,1332.24609375,1430.68359375,10914.092809916474,181.90154683194123,3.0316924471990205,0.12632051863329252
13,wb,pcn018,59869.003506944435,59870.13212953777,128.0,1271.0,1207.0,1335.0,10031.932093016803,167.19886821694672,2.7866478036157787,0.11611032515065745
14,stk,r117_59869_12,59869.0114581129,59869.136218551095,98.4375,1381.46484375,1332.24609375,1430.68359375,10779.301859904079,179.65503099840132,2.994250516640022,0.12476043819333424
15,stk,r117_59869_13,59869.13622643968,59869.26130015616,98.4375,1381.46484375,1332.24609375,1430.68359375,10806.369103956968,180.10615173261613,3.001769195543602,0.12507371648098342
16,stk,r117_59869_14,59869.261403557386,59869.33991394585,98.4375,1381.46484375,1332.24609375,1430.68359375,6783.297563181259,113.05495938635431,1.8842493231059052,0.07851038846274605
17,stk,r117_59869_15,59869.34354055437,59869.468160130615,98.4375,1381.46484375,1332.24609375,1430.68359375,10767.13138741907,179.45218979031782,2.9908698298386303,0.12461957624327627
18,stk,r117_59869_16,59869.55236547608,59869.679498802936,98.4375,1381.46484375,1332.24609375,1430.68359375,10984.319440671245,183.07199067785407,3.051199844630901,0.1271333268596209
19,stk,r117_59869_17,59869.73284381241,59869.81822864409,98.4375,1381.46484375,1332.24609375,1430.68359375,7377.249457477592,122.95415762462653,2.049235960410442,0.08538483168376843
20,stk,r117_59869_18,59869.81826934112,59869.86478574213,98.4375,1381.46484375,1332.24609375,1430.68359375,4019.017047202215,66.98361745337026,1.1163936242228376,0.0465164010092849
21,stk,r117_59869_19,59869.88555685143,59869.959171579314,98.4375,1381.46484375,1332.24609375,1430.68359375,6360.312489490025,106.00520815816708,1.7667534693027847,0.07361472788761603
22,tr,f22l01,59869.92814814815,59870.127361105275,128.0,1414.0,1350.0,1478.0,16376.97145070415,272.9495241784025,4.549158736306708,0.18954828067944618
23,wb,pcn019,59869.98614583332,59870.122499994075,128.0,1271.0,1207.0,1335.0,11579.917117883451,192.99861863139085,3.2166436438565142,0.13402681849402143
24,stk,r117_59870_20,59870.24129410753,59870.36602687497,98.4375,1381.46484375,1332.24609375,1430.68359375,10776.911107054912,179.61518511758186,2.9935864186263643,0.12473276744276518
25,stk,r117_59870_21,59870.366091440046,59870.491103261396,98.4375,1381.46484375,1332.24609375,1430.68359375,10801.021364657208,180.0170227442868,3.00028371240478,0.12501182135019917
26,stk,r117_59870_22,59870.49143814228,59870.61677367911,98.4375,1381.46484375,1332.24609375,1430.68359375,10828.990382258778,180.4831730376463,3.008052883960772,0.12533553683169882
27,stk,r117_59870_23,59870.616825946076,59870.74195196997,98.4375,1381.46484375,1332.24609375,1430.68359375,10810.888463747688,180.1814743957948,3.0030245732632466,0.1251260238859686
28,stk,r117_59870_24,59870.74216552832,59870.860865787894,98.4375,1381.46484375,1332.24609375,1430.68359375,10255.702427378856,170.9283737896476,2.84880622982746,0.11870025957614416
29,stk,r117_59870_25,59870.88000015581,59870.922146802404,98.4375,1381.46484375,1332.24609375,1430.68359375,3641.470265574753,60.69117109291255,1.011519518215209,0.04214664659230038
30,tr,f22l02,59870.92814814815,59871.12737267269,128.0,1414.0,1350.0,1478.0,16397.975736041553,273.29959560069256,4.554993260011543,0.18979138583381427
31,wb,pcn020,59870.983368055546,59871.11969898666,128.0,1271.0,1207.0,1335.0,11576.902461005375,192.94837435008958,3.2158062391681597,0.13399192663200665
32,stk,r117_59871_26,59871.35938839035,59871.48422112043,98.4375,1381.46484375,1332.24609375,1430.68359375,10785.547878756188,179.75913131260313,2.995985521876719,0.12483273007819662
33,tr,f22c01,59871.42832175926,59871.662256938565,256.0,4708.0,4580.0,4836.0,19196.97111728601,319.9495186214335,5.332491977023892,0.22218716570932884
34,tr,f22l03,59871.92814814815,59872.12737267269,128.0,1414.0,1350.0,1478.0,16370.954425027594,272.84924041712657,4.547487340285443,0.18947863917856012
35,wb,pcn021,59871.98057870369,59872.11694443852,128.0,1271.0,1207.0,1335.0,11593.966408004053,193.23277346673422,3.2205462244455703,0.13418942601856543
36,stk,r117_59872_27,59872.156797468044,59872.281422748376,98.4375,1381.46484375,1332.24609375,1430.68359375,10767.624220694417,179.46040367824028,2.9910067279706714,0.12462528033211132
37,stk,r117_59872_28,59872.41221140628,59872.45192521093,98.4375,1381.46484375,1332.24609375,1430.68359375,3431.272722082213,57.18787870137022,0.9531313116895036,0.03971380465372932
38,stk,r117_59872_29,59872.45732388051,59872.471245628265,98.4375,1381.46484375,1332.24609375,1430.68359375,1202.8390060644595,20.04731676774099,0.3341219461290165,0.013921747755375687
39,stk,r117_59872_30,59872.481705740225,59872.6092330517,98.4375,1381.46484375,1332.24609375,1430.68359375,11018.35971067194,183.639328511199,3.06065547518665,0.12752731146611043
40,stk,r117_59872_31,59872.60923920075,59872.73416347895,98.4375,1381.46484375,1332.24609375,1430.68359375,10793.457636446692,179.89096060744487,2.998182676790748,0.12492427819961449
41,stk,r117_59872_32,59872.734171124815,59872.8557436007,98.4375,1381.46484375,1332.24609375,1430.68359375,10503.86191669386,175.064365278231,2.91773942130385,0.12157247588766043
42,tr,f22l04,59872.85424768519,59873.13159720973,128.0,1414.0,1350.0,1478.0,22808.96948541049,380.14949142350815,6.335824857058469,0.2639927023774362
43,stk,r67_59872_369,59872.87804703876,59873.00552734233,98.4375,1381.46484375,1332.24609375,1430.68359375,11014.29822847713,183.5716371412855,3.0595272856880915,0.12748030357033716
44,stk,r117_59873_34,59873.00553466456,59873.13332092416,98.4375,1381.46484375,1332.24609375,1430.68359375,11040.732829109766,184.0122138184961,3.066870230308268,0.12778625959617784
45,stk,r117_59873_35,59873.13332970274,59873.25844007082,98.4375,1381.46484375,1332.24609375,1430.68359375,10809.535802481696,180.1589300413616,3.0026488340226933,0.1251103680842789
46,stk,r117_59873_36,59873.258446098494,59873.383491941924,98.4375,1381.46484375,1332.24609375,1430.68359375,10803.960872325117,180.06601453875194,3.0011002423125324,0.12504584342968886
47,stk,r117_59873_37,59873.407604861306,59873.432431678106,98.4375,1381.46484375,1332.24609375,1430.68359375,2145.036971499212,35.750616191653535,0.5958436031942256,0.0248268167997594
48,stk,r117_59873_38,59873.44584358005,59873.57095855993,98.4375,1381.46484375,1332.24609375,1430.68359375,10809.934261394665,180.1655710232444,3.0027595170540735,0.12511497987725306
49,stk,r117_59873_39,59873.57096333353,59873.695976853945,98.4375,1381.46484375,1332.24609375,1430.68359375,10801.168164052071,180.01946940086785,3.000324490014464,0.12501352041726935
50,stk,r117_59873_40,59873.69598215348,59873.821050368126,98.4375,1381.46484375,1332.24609375,1430.68359375,10805.893745692447,180.0982290948741,3.0016371515812352,0.12506821464921813
51,wb,pcn022,59873.822939814825,59873.96914343111,128.0,1271.0,1207.0,1335.0,12221.916027646512,203.6986004607752,3.3949766743462533,0.1414573614310939
52,o8,pca001,59873.846597222226,59874.300335643886,256.0,4926.49,4798.49,5054.49,38486.98948561214,641.4498247602023,10.690830412670039,0.44545126719458494
53,tr,f22l05,59873.848935185175,59873.99119210968,256.0,1418.0,1290.0,1546.0,11640.977469901554,194.0162911650259,3.2336048527504317,0.134733535531268
54,stk,r117_59873_41,59873.946003854326,59874.071189750626,98.4375,1381.46484375,1332.24609375,1430.68359375,10816.061440994965,180.2676906832494,3.00446151138749,0.1251858963078121
55,stk,r117_59874_42,59874.07120091603,59874.19690276674,98.4375,1381.46484375,1332.24609375,1430.68359375,10860.639901296237,181.01066502160396,3.0168444170267326,0.1257018507094472
56,stk,r117_59874_43,59874.19690984624,59874.32174018952,98.4375,1381.46484375,1332.24609375,1430.68359375,10785.3416594211,179.755694323685,2.9959282387280832,0.12483034328033679
57,stk,r117_59874_44,59874.321745529465,59874.44668303622,98.4375,1381.46484375,1332.24609375,1430.68359375,10794.600583752615,179.91000972921026,2.9985001621535043,0.124937506756396
58,wb,pcn023,59874.89587962963,59875.04555554963,128.0,1271.0,1207.0,1335.0,12717.933443840593,211.96555739734322,3.5327592899557203,0.147198303748155
59,tr,f22c02,59874.89938657407,59875.061446737825,256.0,4708.0,4580.0,4836.0,13312.981069972739,221.88301783287898,3.6980502972146496,0.1540854290506104
60,stk,r117_59875_45,59875.59935407028,59875.72614361631,98.4375,1381.46484375,1332.24609375,1430.68359375,10954.616777272895,182.57694628788158,3.0429491047980264,0.1267895460332511
61,o8,pca002,59876.148680555554,59876.454629624626,256.0,4926.49,4798.49,5054.49,25940.989903500304,432.34983172500506,7.205830528750084,0.3002429386979202
62,stk,r117_59876_46,59876.58362348216,59876.70797132674,98.4375,1381.46484375,1332.24609375,1430.68359375,10743.653771351093,179.0608961891849,2.984348269819748,0.12434784457582285
63,o8,pca003,59876.85701388889,59877.08908564759,256.0,4926.49,4798.49,5054.49,19735.99881492555,328.9333135820925,5.482221893034875,0.22842591220978647
64,stk,r117_59877_47,59877.36881708504,59877.49202201415,98.4375,1381.46484375,1332.24609375,1430.68359375,10644.905875436962,177.41509792394936,2.9569182987324893,0.12320492911385372
65,stk,r117_59877_48,59877.50488167068,59877.63105449059,98.4375,1381.46484375,1332.24609375,1430.68359375,10901.331640197895,181.68886066996492,3.0281476778327487,0.12617281990969786
66,tr,f22l06,59877.84383101852,59878.08298606676,128.0,1414.0,1350.0,1478.0,19623.9321394125,327.065535656875,5.451092260947917,0.2271288442061632
67,wb,pcn025,59877.85421296296,59878.06650454223,128.0,1271.0,1207.0,1335.0,18018.85414381977,300.31423573032953,5.005237262172159,0.20855155259050662
68,o8,pca004,59877.85701388889,59878.067974536476,256.0,4926.49,4798.49,5054.49,17937.871628184803,298.9645271364134,4.982742118940223,0.20761425495584263
69,stk,r117_59878_49,59878.344677424124,59878.41898297782,98.4375,1381.46484375,1332.24609375,1430.68359375,6419.999838620423,106.99999731034039,1.7833332885056732,0.07430555368773638
70,stk,r117_59878_50,59878.42985556617,59878.46237871388,98.4375,1381.46484375,1332.24609375,1430.68359375,2809.999961592257,46.833332693204284,0.7805555448867381,0.032523147703614086
71,stk,r117_59878_51,59878.469103251075,59878.55337408452,98.4375,1381.46484375,1332.24609375,1430.68359375,7281.000009085983,121.35000015143305,2.022500002523884,0.08427083343849517
72,stk,r117_59878_52,59878.553402896076,59878.6764576992,98.4375,1381.46484375,1332.24609375,1430.68359375,10631.934989243746,177.19891648739576,2.9533152747899294,0.12305480311624706
73,stk,r117_59879_55,59879.59184488768,59879.716078489255,98.4375,1381.46484375,1332.24609375,1430.68359375,10733.783176378349,178.89638627297248,2.9816064378828746,0.12423360157845312
74,stk,r117_59880_56,59880.393917718524,59880.51816394184,98.4375,1381.46484375,1332.24609375,1430.68359375,10734.873694251291,178.91456157085486,2.9819093595142476,0.12424622331309365
75,stk,r117_59880_57,59880.518190722585,59880.64245191402,98.4375,1381.46484375,1332.24609375,1430.68359375,10736.166939977556,178.9361156662926,2.98226859443821,0.12426119143492542
76,wb,pcn027,59880.63613425926,59880.750323986664,128.0,1271.0,1207.0,1335.0,9701.941954088397,161.69903256813996,2.694983876135666,0.11229099483898608
77,stk,r117_59880_58,59880.642485086544,59880.767662972874,98.4375,1381.46484375,1332.24609375,1430.68359375,10815.369379520416,180.25615632534027,3.0042692720890045,0.12517788633704185
78,stk,r117_59881_59,59881.42141229032,59881.544621628935,98.4375,1381.46484375,1332.24609375,1430.68359375,10645.286856195891,177.42144760326485,2.957024126721081,0.12320933861337838
79,stk,r117_59881_60,59881.59094122473,59881.6140893743,98.4375,1381.46484375,1332.24609375,1430.68359375,2000.000123027712,33.3333353837952,0.55555558972992,0.02314814957208
80,wb,pcn029,59881.8028125,59881.85400454223,128.0,1271.0,1207.0,1335.0,4355.965247866698,72.5994207977783,1.2099903466296382,0.05041626444290159
81,tr,f22l07,59882.01049768519,59882.14895832082,128.0,1414.0,1350.0,1478.0,11406.983301811852,190.11638836353086,3.1686064727255143,0.13202526969689643
82,wb,pcn030,59882.01114583332,59882.08916666074,128.0,1271.0,1207.0,1335.0,6625.960448873229,110.43267414788716,1.8405445691314526,0.07668935704714386
83,stk,r117_59882_61,59882.358395479365,59882.48292945428,98.4375,1381.46484375,1332.24609375,1430.68359375,10759.735432639718,179.32892387732863,2.9888153979554772,0.12453397491481155
84,stk,r117_59882_62,59882.482935604494,59882.519000024826,98.4375,1381.46484375,1332.24609375,1430.68359375,3115.9659166820347,51.93276527803391,0.8655460879672319,0.036064420331967995
85,stk,r117_59882_63,59882.644622969725,59882.71489394573,98.4375,1381.46484375,1332.24609375,1430.68359375,6071.412326465362,101.19020544108936,1.686503424018156,0.0702709760007565
86,wb,pcn032,59883.03197916668,59883.08664343111,128.0,1271.0,1207.0,1335.0,4654.965054360218,77.58275090600364,1.293045848433394,0.053876910351391416
87,stk,r117_59883_64,59883.380894024274,59883.50544717454,98.4375,1381.46484375,1332.24609375,1430.68359375,10761.39218348544,179.356536391424,2.989275606523733,0.1245531502718222
88,stk,r117_59883_65,59883.50547573527,59883.63061535182,98.4375,1381.46484375,1332.24609375,1430.68359375,10812.062870222144,180.20104783703573,3.003350797283929,0.12513961655349704
89,stk,r117_59883_66,59883.63084124876,59883.75508917117,98.4375,1381.46484375,1332.24609375,1430.68359375,10735.020496160723,178.9170082693454,2.981950137822423,0.12424792240926763
90,stk,r117_59883_67,59883.755130191836,59883.82616000999,98.4375,1381.46484375,1332.24609375,1430.68359375,6136.976288259029,102.28293813765049,1.7047156356275082,0.07102981815114617
91,wb,pcn034,59883.802789351845,59883.833587875546,128.0,1271.0,1207.0,1335.0,2627.977407351136,43.79962345585227,0.7299937242642045,0.030416405177675188
92,stk,r117_59883_68,59883.831049804656,59883.88413772691,98.4375,1381.46484375,1332.24609375,1430.68359375,4586.796483001672,76.44660805002786,1.274110134167131,0.05308792225696379
93,wb,pcn035,59884.03197916668,59884.08386565332,128.0,1271.0,1207.0,1335.0,4415.963457687758,73.59939096146263,1.2266565160243772,0.05111068816768238
94,stk,r117_59884_69,59884.50205270973,59884.62562743176,98.4375,1381.46484375,1332.24609375,1430.68359375,10676.855983142741,177.94759971904568,2.9657933286507614,0.12357472202711506
95,stk,r117_59884_70,59884.62570647951,59884.75014210997,98.4375,1381.46484375,1332.24609375,1430.68359375,10751.238471711986,179.18730786186643,2.986455131031107,0.12443563045962946
96,wb,pcn037,59884.6778125,59884.86833332741,128.0,1271.0,1207.0,1335.0,16199.967872584239,269.99946454307064,4.499991075717844,0.18749962815491017
97,stk,r117_59884_71,59884.75017532295,59884.87333684457,98.4375,1381.46484375,1332.24609375,1430.68359375,10641.155467671342,177.3525911278557,2.955876518797595,0.12316152161656646
98,stk,r117_59884_72,59884.87335800218,59884.91726829537,98.4375,1381.46484375,1332.24609375,1430.68359375,3793.849331815727,63.230822196928784,1.0538470366154797,0.043910293192311656
99,stk,r117_59885_73,59885.38083853232,59885.50497358716,98.4375,1381.46484375,1332.24609375,1430.68359375,10725.268737925217,178.75447896542028,2.979241316090338,0.12413505483709741
100,stk,r117_59885_74,59885.504978967576,59885.62923858128,98.4375,1381.46484375,1332.24609375,1430.68359375,10736.030623828992,178.9338437304832,2.9822307288413867,0.12425961370172445
101,stk,r117_59885_75,59885.630714354906,59885.75498323265,98.4375,1381.46484375,1332.24609375,1430.68359375,10736.831036908552,178.94718394847587,2.982453065807931,0.12426887774199713
102,stk,r117_59885_76,59885.754992294416,59885.791435043575,98.4375,1381.46484375,1332.24609375,1430.68359375,3148.653527302667,52.477558788377785,0.8746259798062964,0.03644274915859568
103,stk,r117_59886_77,59886.36020629125,59886.48827071476,98.4375,1381.46484375,1332.24609375,1430.68359375,11064.766191761008,184.41276986268346,3.0735461643780577,0.1280644235157524
104,stk,r117_59886_78,59886.48827896745,59886.61257944003,98.4375,1381.46484375,1332.24609375,1430.68359375,10739.560830616392,178.9926805102732,2.9832113418378867,0.12430047257657861
105,stk,r117_59886_79,59886.612588259035,59886.73701713362,98.4375,1381.46484375,1332.24609375,1430.68359375,10750.65476372838,179.177579395473,2.98629298992455,0.12442887458018959
106,wb,pcn038,59886.65699074074,59886.77115732,128.0,1271.0,1207.0,1335.0,9697.92787344195,161.6321312240325,2.693868853733875,0.11224453557224479
107,stk,r117_59886_80,59886.73702538631,59886.79053957573,98.4375,1381.46484375,1332.24609375,1430.68359375,4623.625965393148,77.06043275655247,1.2843405459425412,0.05351418941427255
108,stk,r117_59887_81,59887.3563520685,59887.48082665647,98.4375,1381.46484375,1332.24609375,1430.68359375,10754.604400950484,179.24340668250807,2.9873901113751344,0.12447458797396393
109,stk,r117_59887_82,59887.480832765075,59887.604972067624,98.4375,1381.46484375,1332.24609375,1430.68359375,10725.635739555582,178.7605956592597,2.979343260987662,0.12413930254115257
110,stk,r117_59887_83,59887.60497918758,59887.72926796885,98.4375,1381.46484375,1332.24609375,1430.68359375,10738.550701690838,178.97584502818063,2.982930750469677,0.12428878126956988
111,stk,r117_59887_84,59887.7292758979,59887.85357948546,98.4375,1381.46484375,1332.24609375,1430.68359375,10739.829965145329,178.99716608575548,2.983286101429258,0.12430358755955243
112,stk,r117_59887_85,59887.85358785949,59887.979150142775,98.4375,1381.46484375,1332.24609375,1430.68359375,10848.581275669858,180.80968792783096,3.0134947987971827,0.12556228328321595
113,stk,r117_59887_86,59887.979157829104,59888.10355729339,98.4375,1381.46484375,1332.24609375,1430.68359375,10748.1137143448,179.13522857241333,2.9855871428735554,0.12439946428639814
114,stk,r117_59888_87,59888.103567245154,59888.22786080004,98.4375,1381.46484375,1332.24609375,1430.68359375,10738.963142246941,178.98271903744902,2.983045317290817,0.12429355488711738
115,stk,r117_59888_88,59888.227867717724,59888.352198895125,98.4375,1381.46484375,1332.24609375,1430.68359375,10742.213727487253,179.03689545812088,2.983948257635348,0.12433117740147284
116,stk,r117_59888_89,59888.35220488235,59888.4764803137,98.4375,1381.46484375,1332.24609375,1430.68359375,10737.397268624045,178.95662114373408,2.982610352395568,0.12427543134981534
117,stk,r117_59888_90,59888.476492611815,59888.6008587822,98.4375,1381.46484375,1332.24609375,1430.68359375,10745.2371212421,179.087285354035,2.9847880892339167,0.12436617038474654
118,stk,r117_59888_91,59888.600866023524,59888.72509133195,98.4375,1381.46484375,1332.24609375,1430.68359375,10733.066648757083,178.8844441459514,2.9814074024325232,0.12422530843468846
119,stk,r117_59888_92,59888.72510363008,59888.82601483013,98.4375,1381.46484375,1332.24609375,1430.68359375,8718.727684020996,145.3121280670166,2.4218688011169434,0.1009112000465393
120,stk,r117_59888_93,59888.83455752865,59888.961476083525,98.4375,1381.46484375,1332.24609375,1430.68359375,10965.763141075151,182.76271901791918,3.0460453169653197,0.126918554873555
121,wb,pcn040,59888.855381944435,59889.01351843112,128.0,1271.0,1207.0,1335.0,13427.901374269277,223.79835623782128,3.729972603963688,0.15541552516515367
122,stk,r117_59888_94,59888.96148344621,59889.0884004638,98.4375,1381.46484375,1332.24609375,1430.68359375,10965.630319551563,182.76050532585938,3.0460084220976564,0.12691701758740234
123,stk,r117_59889_95,59889.088408676005,59889.21258895879,98.4375,1381.46484375,1332.24609375,1430.68359375,10729.17643273249,178.81960721220818,2.9803267868701364,0.12418028278625567
124,stk,r117_59889_96,59889.21259785874,59889.33692321072,98.4375,1381.46484375,1332.24609375,1430.68359375,10741.710410965608,179.0285068494268,2.9838084474904467,0.12432535197876862
125,stk,r117_59889_97,59889.33692915749,59889.460462090225,98.4375,1381.46484375,1332.24609375,1430.68359375,10673.245388665235,177.88742314442058,2.964790385740343,0.12353293273918095
126,stk,r117_59889_98,59889.507652998036,59889.632069938605,98.4375,1381.46484375,1332.24609375,1430.68359375,10749.62366516702,179.16039441945034,2.9860065736575057,0.12441694056906275
127,stk,r117_59889_99,59889.63207580446,59889.75633448773,98.4375,1381.46484375,1332.24609375,1430.68359375,10735.95023425296,178.932503904216,2.9822083984036,0.12425868326681666
128,stk,r117_59889_100,59889.8065669417,59889.930710411056,98.4375,1381.46484375,1332.24609375,1430.68359375,10725.995752564633,178.76659587607722,2.979443264601287,0.12414346935838697
129,tr,f22l08,59889.904247685176,59890.06759258304,128.0,1414.0,1350.0,1478.0,13444.980883947574,224.08301473245956,3.7347169122076593,0.15561320467531914
130,wb,pcn042,59889.906967592586,59890.05491898223,128.0,1271.0,1207.0,1335.0,12576.957309991121,209.6159551665187,3.4935992527753115,0.14556663553230464
131,stk,r117_59889_101,59889.93071874466,59890.05615303048,98.4375,1381.46484375,1332.24609375,1430.68359375,10837.522294465452,180.6253715744242,3.010422859573737,0.12543428581557237
132,stk,r117_59890_102,59890.05616140452,59890.17993771045,98.4375,1381.46484375,1332.24609375,1430.68359375,10694.272831943816,178.23788053239693,2.9706313422066155,0.12377630592527564
133,stk,r117_59890_103,59890.17994478994,59890.304245302956,98.4375,1381.46484375,1332.24609375,1430.68359375,10739.56432461273,178.9927387435455,2.983212312392425,0.12430051301635103
134,stk,r117_59890_104,59890.30425274655,59890.428548202784,98.4375,1381.46484375,1332.24609375,1430.68359375,10739.127418538556,178.9854569756426,2.983090949594043,0.12429545623308513
135,stk,r117_59890_105,59890.42855406867,59890.552867810264,98.4375,1381.46484375,1332.24609375,1430.68359375,10740.707273175942,179.0117878862657,2.983529798104428,0.12431374158768452
136,stk,r117_59890_106,59890.55287315023,59890.67720590534,98.4375,1381.46484375,1332.24609375,1430.68359375,10742.350041749887,179.03916736249812,2.983986122708302,0.12433275511284592
137,stk,r117_59890_107,59890.67721488617,59890.80150103793,98.4375,1381.46484375,1332.24609375,1430.68359375,10738.3235120913,178.972058534855,2.9828676422475833,0.12428615176031596
138,wb,pcn043,59890.67780092593,59890.73024304963,128.0,1271.0,1207.0,1335.0,4464.976190356538,74.41626983927563,1.2402711639879271,0.05167796516616363
139,stk,r117_59890_108,59890.80151333604,59890.926694175534,98.4375,1381.46484375,1332.24609375,1430.68359375,10815.624532406218,180.26040887343697,3.004340147890616,0.12518083949544234
140,stk,r117_59890_109,59890.926700688695,59891.05380565706,98.4375,1381.46484375,1332.24609375,1430.68359375,10981.869266624562,183.0311544437427,3.050519240729045,0.1271049683637102
141,stk,r117_59891_110,59891.05381411201,59891.177856121925,98.4375,1381.46484375,1332.24609375,1430.68359375,10717.22965647932,178.62049427465533,2.977008237910922,0.12404200991295508
142,stk,r117_59891_111,59891.177864050966,59891.302178399375,98.4375,1381.46484375,1332.24609375,1430.68359375,10740.75970260892,179.01266171014868,2.9835443618358113,0.12431434840982547
143,stk,r117_59891_112,59891.30218604523,59891.42651014312,98.4375,1381.46484375,1332.24609375,1430.68359375,10741.602058103308,179.02670096838847,2.983778349473141,0.12432409789471421
144,stk,r117_59891_113,59891.426516858526,59891.55086769674,98.4375,1381.46484375,1332.24609375,1430.68359375,10743.912421376444,179.06520702294074,2.9844201170490123,0.12435083821037551
145,stk,r117_59891_114,59891.550957788524,59891.67511282781,98.4375,1381.46484375,1332.24609375,1430.68359375,10726.995394472033,178.78325657453388,2.979720942908898,0.12415503928787075
146,wb,p11701,59891.56532407407,59891.95848379037,128.0,1271.0,1207.0,1335.0,32445.90105547104,540.765017591184,9.0127502931864,0.3755312622161
147,stk,r117_59891_115,59891.67511930048,59891.79937871191,98.4375,1381.46484375,1332.24609375,1430.68359375,10736.01314756088,178.933552459348,2.9822258743224666,0.12425941143010277
148,stk,r117_59891_116,59891.7993846587,59891.816628353474,98.4375,1381.46484375,1332.24609375,1430.68359375,1489.8552286438644,24.83092047739774,0.41384867462329566,0.017243694775970653
149,tr,f22l09,59891.81258101852,59891.96342588824,128.0,1414.0,1350.0,1478.0,12400.980118755251,206.6830019792542,3.4447166996542364,0.14352986248559318
150,stk,r117_59891_117,59891.82680702473,59891.95162454397,98.4375,1381.46484375,1332.24609375,1430.68359375,10784.233662765473,179.73722771275789,2.995620461879298,0.12481751924497075
151,stk,r117_59891_118,59891.951632918,59892.07681630612,98.4375,1381.46484375,1332.24609375,1430.68359375,10815.84473401308,180.264078900218,3.0044013150036335,0.1251833881251514
152,stk,r117_59892_119,59892.07682399245,59892.20074439666,98.4375,1381.46484375,1332.24609375,1430.68359375,10706.722923461348,178.44538205768913,2.9740897009614855,0.12392040420672856
153,stk,r117_59892_120,59892.200750302996,59892.32507160955,98.4375,1381.46484375,1332.24609375,1430.68359375,10741.360886231996,179.02268143719994,2.9837113572866656,0.12432130655361107
154,stk,r117_59892_121,59892.32507751588,59892.449401330574,98.4375,1381.46484375,1332.24609375,1430.68359375,10741.577589442022,179.02629315736704,2.983771552622784,0.124323814692616
155,stk,r117_59892_122,59892.449407196444,59892.573726965726,98.4375,1381.46484375,1332.24609375,1430.68359375,10741.228066594342,179.02046777657236,2.9836744629428726,0.12431976928928637
156,wb,p11702,59892.56252314815,59893.06016194963,128.0,1271.0,1207.0,1335.0,40312.810298544355,671.8801716424059,11.198002860706765,0.46658345252944855
157,stk,r117_59892_123,59892.57373291251,59892.69800757522,98.4375,1381.46484375,1332.24609375,1430.68359375,10737.330858176574,178.9555143029429,2.9825919050490484,0.12427466271037702
158,stk,r117_59892_124,59892.69801420972,59892.81377704059,98.4375,1381.46484375,1332.24609375,1430.68359375,10001.90858670976,166.69847644516267,2.778307940752711,0.1157628308646963
159,tr,f22c03,59892.80563657407,59893.0656249875,128.0,4664.0,4600.0,4728.0,21382.967549026944,356.3827924837824,5.93971320806304,0.24748805033596
160,stk,r117_59892_125,59892.83005464573,59892.958459775524,98.4375,1381.46484375,1332.24609375,1430.68359375,11094.203213998115,184.90338689996858,3.0817231149994764,0.12840512979164484
161,stk,r117_59892_126,59892.95850516526,59893.082758913086,98.4375,1381.46484375,1332.24609375,1430.68359375,10735.523812053725,178.92539686756209,2.9820899477927014,0.12425374782469589
162,stk,r117_59893_127,59893.20707629558,59893.331318958895,98.4375,1381.46484375,1332.24609375,1430.68359375,10734.566110675225,178.90943517792041,2.981823919632007,0.1242426633180003
163,stk,r117_59893_128,59893.33132486523,59893.45564896313,98.4375,1381.46484375,1332.24609375,1430.68359375,10741.602058731949,179.02670097886582,2.9837783496477637,0.12432409790199014
164,stk,r117_59893_129,59893.45565729671,59893.58588643093,98.4375,1381.46484375,1332.24609375,1430.68359375,11251.797196129335,187.52995326882225,3.1254992211470376,0.1302291342144599
165,wb,p11703,59893.559745370374,59894.05740740147,128.0,1271.0,1207.0,1335.0,40296.74578662962,671.6124297771603,11.193540496286005,0.46639752067858353
166,stk,r117_59893_130,59893.58589294407,59893.70987593113,98.4375,1381.46484375,1332.24609375,1430.68359375,10712.130081444047,178.5355013574008,2.975591689290013,0.12398298705375055
167,stk,r117_59893_131,59893.70988547832,59893.812623757374,98.4375,1381.46484375,1332.24609375,1430.68359375,8876.58731045667,147.9431218409445,2.4657186973490752,0.10273827905621147
168,tr,f22c04,59893.80563657407,59894.0656249875,128.0,4664.0,4600.0,4728.0,21382.971643377095,356.3828607229516,5.9397143453825265,0.24748809772427194
169,stk,r117_59893_132,59893.822894624005,59893.948001512996,98.4375,1381.46484375,1332.24609375,1430.68359375,10809.23520878423,180.15392014640383,3.0025653357733972,0.12510688899055822
170,stk,r117_59893_133,59893.94802420787,59894.07352524334,98.4375,1381.46484375,1332.24609375,1430.68359375,10843.289464199916,180.7214910699986,3.012024851166643,0.1255010354652768
171,stk,r117_59894_134,59894.073535761454,59894.200274537325,98.4375,1381.46484375,1332.24609375,1430.68359375,10950.230235233903,182.50383725389838,3.0417306208983064,0.12673877587076277
