session_date,burst_no,toa_mjd_bary_inffreq,nu_low_mhz,nu_0_mhz,nu_high_mhz,bw_mhz,w_sb_ms,snr,fluence_mjy_ms,group
20210928,177,59485.804915997,,,,,22.8,96,750,C
20210928,178,59485.805052798,,,,,61.8,174,1940,C
20210928,179,59485.805159833,1031.7,1165.0,1303.5,277.0,13.3,166,1457,D1-M
20210928,180,59485.805174373,1031.7,1092.6,1203.3,221.4,7.6,23,163,D1-L
20210928,181,59485.805257276,,,,,34.3,83,698,C
20210928,182,59485.805397381,,,,,20.4,57,418,Dm-H
20210928,183,59485.805516768,,,,,18.3,458,3203,Dm-W
20210928,184,59485.805618364,,,,,56.7,158,2015,C
20210928,185,59485.805710879,1031.7,1111.2,1240.5,258.6,7.6,14,50,D1-M
20210928,186,59485.805788930,,,,,14.5,124,745,Dm-M
20210928,187,59485.805931183,1031.7,1129.1,1303.0,347.7,7.8,150,1051,D1-L
20210928,188,59485.806054128,,,,,36.1,68,505,C
20210928,189,59485.806269991,1036.3,1260.1,1468.2,447.7,9.9,70,432,D1-W
20210928,190,59485.806427893,,,,,33.5,171,2246,C
20210928,191,59485.806703747,,,,,23.0,47,399,C
20210928,192,59485.806801042,,,,,13.2,160,1369,D2-L
20210928,193,59485.806814334,1031.7,1101.5,1176.9,150.8,6.6,13,91,ND
20210928,194,59485.807031347,,,,,54.2,312,3973,C
20210928,195,59485.807495922,1031.7,1024.1,1212.3,376.5,9.0,27,174,NE-L
20210928,196,59485.807559609,1031.7,,1166.0,134.3,7.5,25,106,NE-L
20210928,197,59485.807606140,1031.7,1174.1,1332.7,317.1,10.9,58,347,D1-M
20210928,198,59485.807654649,,,,,16.9,100,685,Dm-W
20210928,199,59485.807660207,1345.6,,1468.2,122.6,9.3,18,120,NE-H
20210928,200,59485.807673849,,,,,13.7,51,297,Dm-H
20210928,201,59485.807709034,,,,,22.9,132,1059,C
20210928,202,59485.807719594,,,,,23.0,36,218,C
20210928,203,59485.807745016,,,,,11.3,98,587,D2-H
20210928,204,59485.807875679,1031.7,774.8,1145.5,741.4,8.0,38,302,D1-L
20210928,205,59485.807883604,1031.7,1023.5,1192.8,338.6,11.4,30,230,D1-L
20210928,206,59485.807936102,1031.7,1060.0,1140.3,160.6,12.3,26,106,NE-L
20210928,207,59485.808147686,,,,,11.9,173,1555,D2-L
20210928,208,59485.808168531,,,,,20.7,23,155,C
20210928,209,59485.808176584,1211.7,1542.3,1468.2,661.1,8.2,24,133,D1-H
20210928,210,59485.808277559,,,,,15.7,209,1892,C
20210928,211,59485.808367333,,,,,17.2,164,1156,C
20210928,212,59485.808415241,1031.7,1091.3,1228.7,274.7,6.2,38,230,D1-L
20210928,213,59485.808468714,,,,,13.2,230,1908,D2-L
20210928,214,59485.808563309,1031.7,1068.9,1194.6,251.5,15.2,57,530,D1-L
20210928,215,59485.808680479,,,,,17.4,50,502,C
20210928,216,59485.808745654,1031.7,1128.0,1261.8,267.6,10.3,22,145,ND
20210928,217,59485.808765549,,,,,9.3,94,472,C
20210928,218,59485.808828406,1031.7,1192.5,1391.4,397.9,11.1,126,780,D1-M
20210928,219,59485.808865245,,,,,14.1,479,4177,D2-W
20210928,220,59485.808870047,1101.7,1269.4,1437.0,335.3,6.8,221,1272,D1-M
20210928,221,59485.808995531,,,,,55.9,387,4715,C
20210928,222,59485.809109904,1031.7,,1240.2,208.5,13.5,24,95,D1-L
20210928,223,59485.809122403,,,,,26.5,169,1422,C
20210928,224,59485.809129886,,,,,53.8,358,4231,C
20210928,225,59485.809212260,1031.7,1130.0,1260.2,260.4,4.6,8,29,NE-L
20210928,226,59485.809298365,1031.7,1081.6,1230.3,297.5,10.7,21,146,D1-L
20210928,227,59485.809370655,1031.7,1067.2,1269.1,403.7,8.4,21,130,D1-L
20210928,228,59485.809461090,,,,,68.9,200,2496,C
20210928,229,59485.809489735,,,,,96.1,71,573,C
20210928,230,59485.809670193,,,,,34.1,32,210,D2-W
20210928,231,59485.809752617,1031.7,1085.4,1209.8,248.6,10.4,40,316,D1-L
20210928,232,59485.809835316,,,,,28.0,746,6576,Dm-W
20210928,233,59485.809900175,,,,,34.8,235,2124,C
20210928,234,59485.809936423,,,,,29.1,43,356,C
20210928,235,59485.810004413,,,,,45.6,242,3100,C
20210928,236,59485.810072863,1031.7,1160.2,1332.8,345.4,18.4,324,3149,D1-M
20210928,237,59485.810274894,,,,,16.4,202,1944,D2-W
20210928,238,59485.810400032,1143.2,1426.5,1468.2,566.7,9.0,31,199,D1-H
20210928,239,59485.810477317,,,,,13.8,100,624,C
20210928,240,59485.810521003,,,,,13.2,128,1536,D2-L
20210928,241,59485.810769650,,,,,12.3,198,1521,C
20210928,242,59485.811057651,1031.7,1079.2,1214.6,270.7,8.9,121,953,D1-L
20210928,243,59485.811097722,,,,,68.8,409,4468,C
20210928,244,59485.811122798,,,,,13.8,72,401,C
20210928,245,59485.811259228,,,,,11.6,199,1980,D2-H
20210928,246,59485.811366972,1031.7,1069.4,1227.6,316.5,10.4,21,120,NE-L
20210928,247,59485.811405646,1031.7,,1259.7,228.0,14.0,23,105,NE-L
20210928,248,59485.811780910,,,,,17.5,782,6277,C
20210928,249,59485.811867994,1033.1,,1468.2,435.1,11.7,22,84,D1-W
20210928,250,59485.811890034,,,,,34.2,342,3342,C
20210928,251,59485.811909215,1031.7,958.8,1182.4,447.2,10.9,14,100,D1-L
20210928,252,59485.811972219,1031.7,1084.1,1232.4,296.7,12.5,252,2537,NE-L
20210928,253,59485.812219873,,,,,14.0,111,695,D2-W
20210928,254,59485.812658647,1310.5,,1468.2,157.7,5.7,23,125,NE-H
20210928,255,59485.812759333,1031.7,,1259.7,228.0,6.0,9,42,NE-L
20210928,256,59485.812771381,1031.7,999.7,1292.6,585.7,16.9,14,81,D1-L
20210928,257,59485.812885346,1031.7,1309.3,1468.2,1023.8,12.5,17,50,D1-W
20210928,258,59485.812893262,1031.7,1104.0,1229.8,251.7,8.0,26,158,D1-L
20210928,259,59485.813135687,,,,,40.4,148,1375,C
20210928,260,59485.813188198,1034.9,1276.2,1468.2,482.6,7.2,28,144,ND
20210928,261,59485.813226020,,,,,16.8,136,942,D2-W
20210928,262,59485.813359297,1031.7,1135.1,1250.8,231.3,9.7,231,2042,D1-M
20210928,263,59485.813400508,1031.7,,1115.2,83.5,8.1,29,228,NE-L
20210928,264,59485.813455037,1031.7,,1111.3,79.6,19.3,28,166,NE-L
20210928,265,59485.813566003,1031.7,1121.3,1337.6,432.7,4.8,16,63,ND
20210928,266,59485.813638731,1031.7,951.1,1171.5,440.8,10.7,40,348,D1-L
20210928,267,59485.813658529,,,,,23.5,392,3278,Dm-W
20210928,268,59485.813678938,1031.7,1100.5,1244.7,288.3,10.5,22,91,D1-L
20210928,269,59485.813753232,,,,,41.8,143,1517,C
20210928,270,59485.813901885,1031.7,1126.9,1305.0,356.0,8.8,17,95,ND
20210928,271,59485.813993930,1031.7,1110.9,1395.0,568.2,15.0,18,96,D1-L
20210928,272,59485.814021099,1307.2,1596.2,1468.2,578.1,3.3,32,134,ND
20210928,273,59485.814026438,,,,,17.4,139,1093,D2-M
20210928,274,59485.814139859,1031.7,,1138.6,106.9,7.1,47,387,NE-L
20210928,275,59485.814193864,1031.7,1217.6,1426.1,417.1,7.3,64,343,D1-M
20210928,276,59485.814261113,1031.7,1135.2,1315.6,360.7,10.6,70,435,D1-M
20210928,277,59485.814319485,,,,,22.0,52,275,D2-W
20210928,278,59485.814423920,1031.7,,1107.4,75.7,9.0,36,379,NE-L
20210928,279,59485.814495883,,,,,40.2,606,6563,C
20210928,280,59485.814529952,,,,,80.0,378,5608,C
20210928,281,59485.814625395,,,,,13.9,346,2206,C
20210928,282,59485.814634101,,,,,10.7,200,1730,D2-H
20210928,283,59485.814787356,,,,,36.1,141,964,C
20210928,284,59485.814890685,1031.7,1193.7,1468.2,744.6,9.6,25,97,D1-W
20210928,285,59485.814963437,,,,,40.4,134,1216,C
20210928,286,59485.815125965,1031.7,536.9,1398.6,1723.4,13.2,200,1269,D1-W
20210928,287,59485.815362706,,,,,25.1,123,2033,C
20210928,288,59485.815383307,,,,,33.0,379,5337,C
20210928,289,59485.815756587,1031.7,1302.6,1468.2,876.2,14.6,37,195,D1-W
20210928,290,59485.815812139,1031.7,1020.4,1162.2,283.6,4.7,18,96,NE-L
20210928,291,59485.815937723,1031.7,1256.5,1468.2,566.4,9.1,435,2411,D1-W
20210928,292,59485.816100927,1031.7,,1142.5,110.8,10.4,22,151,NE-L
20210928,293,59485.816228503,1031.7,1129.6,1274.8,290.4,10.7,23,109,ND
20210928,294,59485.816309695,,,,,19.4,176,1617,Dm-L
20210928,295,59485.816316190,1031.7,1401.8,1468.2,746.9,8.8,177,947,D1-W
20210928,296,59485.816469076,,,,,26.1,686,5926,Dm-W
20210928,297,59485.816504833,,,,,14.0,183,1263,D2-L
20210928,298,59485.816712373,1159.5,1351.3,1468.2,383.7,8.4,73,403,D1-H
20210928,299,59485.816741380,,,,,19.9,22,91,C
20210928,300,59485.817083921,1031.7,,1158.1,126.5,7.4,15,109,NE-L
20210928,301,59485.817197230,1031.7,1186.4,1429.2,485.5,6.9,17,65,ND
20210928,302,59485.817402326,1031.7,1170.6,1322.1,302.9,11.8,167,1226,D1-M
20210928,303,59485.817501140,1031.7,,1162.0,130.4,8.1,60,516,D1-L
20210928,304,59485.817538160,1255.8,,1468.2,212.4,6.9,344,2608,D1-H
20210928,305,59485.817847597,,,,,6.2,12,88,C
20210928,306,59485.818114625,1031.7,1017.2,1166.4,298.5,15.7,122,1496,D1-L
20210928,307,59485.818152624,1031.7,,1166.0,134.3,15.8,77,847,D1-L
20210928,308,59485.818263371,1031.7,1112.1,1244.0,263.8,7.6,42,247,D1-L
20210928,309,59485.818417885,,,,,17.3,84,554,D2-W
20210928,310,59485.818426450,,,,,15.9,39,207,D2-W
20210928,311,59485.818491864,1069.4,1216.6,1363.7,294.2,10.1,127,920,D1-M
20210928,312,59485.818575335,,,,,40.8,97,1490,C
20210928,313,59485.818850374,,,,,22.0,212,1674,Dm-W
20210928,314,59485.818857879,,,,,64.5,193,2651,C
20210928,315,59485.818897975,1031.7,,1142.5,110.8,14.0,40,454,D1-L
20210928,316,59485.819084133,,,,,23.6,97,1018,D2-L
20210928,317,59485.819547696,1031.7,1005.2,1162.2,314.0,15.9,49,535,D1-L
20210928,318,59485.819671862,1031.7,,1142.5,110.8,23.4,38,465,D1-L
20210928,319,59485.819677663,,,,,87.3,116,1779,C
20210928,320,59485.820385956,,,,,34.2,354,3680,C
20210928,321,59485.820503763,,,,,27.8,42,388,C
20210928,322,59485.820576116,,,,,61.5,420,4805,C
20210928,323,59485.820684322,,,,,30.7,400,3459,Dm-M
20210928,324,59485.820721240,,,,,51.0,228,2142,C
20210928,325,59485.820743295,,,,,30.1,262,2127,C
20210928,326,59485.820751061,,,,,18.7,285,2319,D2-W
20210928,327,59485.820981277,,,,,42.8,131,1014,C
20210928,328,59485.821003547,1224.5,,1468.2,243.7,8.2,22,101,NE-H
20210928,329,59485.821098283,,,,,17.3,203,1373,C
20210928,330,59485.821215932,1165.1,1340.4,1468.2,350.6,9.6,144,949,D1-H
20210928,331,59485.821350107,1031.7,1088.8,1228.3,278.9,11.1,19,99,D1-L
20210928,332,59485.821468299,1411.1,1452.5,1468.2,82.8,5.1,22,233,NE-H
20210928,333,59485.821513419,1031.7,,1107.4,75.7,7.0,19,152,NE-L
20210928,334,59485.821650913,1031.7,1098.8,1237.5,277.5,10.1,110,894,D1-L
20210928,335,59485.821699141,,,,,41.8,180,1511,C
20210928,336,59485.821725540,,,,,19.1,33,176,C
20210928,337,59485.821731478,1031.7,,1154.2,122.6,8.7,82,752,D1-L
20210928,338,59485.821774004,,,,,21.0,71,923,C
20210928,339,59485.821822944,1031.7,1025.6,1291.5,531.9,11.1,19,95,D1-L
20210928,340,59485.821889646,,,,,18.8,32,168,C
20210928,341,59485.821948812,,,,,20.9,201,1485,C
20210928,342,59485.821982646,,,,,11.8,86,524,D2-H
20210928,343,59485.822361063,1031.7,1106.9,1247.0,280.3,8.6,22,113,D1-L
20210928,344,59485.822529238,,,,,17.7,31,228,D2-L
20210928,345,59485.822534234,,,,,32.4,189,1802,
20210928,346,59485.822559921,1031.7,887.7,1235.0,694.6,7.1,20,61,NE-L
20210928,347,59485.822573715,,,,,28.5,113,1033,D2-M
20210928,348,59485.822582721,,,,,11.2,249,1616,D2-W
20210928,349,59485.822603450,1031.7,1085.7,1178.6,185.9,8.9,203,1979,D1-L
20210928,350,59485.822624815,1031.7,,1154.2,122.6,6.6,70,598,D1-L
20210928,351,59485.822947314,,,,,14.9,36,282,C
20210928,352,59485.822947775,,,,,11.9,154,1330,D2-L
20210928,353,59485.823171641,,,,,24.2,189,1543,Dm-W
20210928,354,59485.823204708,,,,,39.9,227,2050,C
20210928,355,59485.823329499,,,,,16.2,62,465,C
20210928,356,59485.823357404,,,,,20.1,122,1140,C
20210928,357,59485.823423738,,,,,33.4,152,2068,C
20210928,358,59485.823455964,,,,,23.8,178,1823,D2-M
20210928,359,59485.823463383,1080.3,1293.6,1468.2,426.7,4.9,29,110,D1-M
20210928,360,59485.823534285,1031.7,1050.2,1330.5,560.6,12.3,35,200,D1-L
20210928,361,59485.823619754,1031.7,1083.0,1218.3,270.5,6.2,27,135,D1-L
20210928,362,59485.823666790,,,,,26.5,112,917,C
20210928,363,59485.823856586,1314.4,,1468.2,153.8,3.4,58,320,ND
20210928,364,59485.824029381,,,,,14.0,147,914,Dm-H
20210928,365,59485.824106180,,,,,19.9,32,225,C
20210928,366,59485.824440534,,,,,31.2,145,1177,C
20210928,367,59485.824508751,,,,,9.0,339,2841,D2-L
20210928,368,59485.824538034,,,,,29.7,286,2484,C
20210928,369,59485.824579056,1128.2,1575.7,1468.2,895.0,9.1,134,755,D1-H
